radius in um, AP_vert, HTPB_vert, Interface_vert
773, 37.923431396484375, 58.21056365966797, 3.8660049438476562
776, 37.879180908203125, 58.144187927246094, 3.9766311645507812
778, 38.00544738769531, 58.18967819213867, 3.8048744201660156
781, 37.970924377441406, 58.21342468261719, 3.8156509399414062
783, 37.96253204345703, 58.20198059082031, 3.8354873657226562
786, 38.01593780517578, 58.23955535888672, 3.7445068359375
788, 37.95137405395508, 58.29191207885742, 3.7567138671875
791, 38.01002502441406, 58.218955993652344, 3.7710189819335938
793, 38.237762451171875, 58.308982849121094, 3.4532546997070312
796, 38.04187774658203, 58.078575134277344, 3.879547119140625
798, 38.07172775268555, 58.10861587524414, 3.8196563720703125
801, 38.0192756652832, 58.206748962402344, 3.773975372314453
804, 37.95204162597656, 58.24108123779297, 3.8068771362304688
806, 37.938690185546875, 58.17747116088867, 3.883838653564453
809, 38.16814422607422, 58.08448791503906, 3.7473678588867188
811, 38.18941116333008, 58.04243087768555, 3.768157958984375
814, 37.99848556518555, 58.202552795410156, 3.798961639404297
816, 38.00363540649414, 58.184814453125, 3.8115501403808594
819, 38.12761306762695, 58.35847854614258, 3.5139083862304688
821, 38.08794021606445, 58.35704803466797, 3.555011749267578
824, 37.920475006103516, 58.28266143798828, 3.796863555908203
826, 38.04140090942383, 58.38766098022461, 3.5709381103515625
829, 37.98542022705078, 58.273983001708984, 3.7405967712402344
831, 38.068580627441406, 58.299827575683594, 3.631591796875
834, 38.0340576171875, 58.2188606262207, 3.747081756591797
836, 38.112640380859375, 58.4010124206543, 3.486347198486328
839, 38.21420669555664, 58.145809173583984, 3.639984130859375
841, 38.164520263671875, 58.280277252197266, 3.5552024841308594
844, 38.06171417236328, 58.428192138671875, 3.5100936889648438
846, 38.13953399658203, 58.19988250732422, 3.66058349609375
849, 38.09013366699219, 58.23564529418945, 3.6742210388183594
851, 38.16518783569336, 58.26997756958008, 3.5648345947265625
854, 38.0396842956543, 58.3592414855957, 3.60107421875
856, 38.15107345581055, 58.28723907470703, 3.561687469482422
859, 38.08765411376953, 58.347415924072266, 3.564929962158203
861, 38.078880310058594, 58.37554931640625, 3.5455703735351562
864, 38.06419372558594, 58.40301513671875, 3.5327911376953125
866, 38.232994079589844, 58.32386016845703, 3.443145751953125
869, 37.958621978759766, 58.19997787475586, 3.841400146484375
871, 38.09041976928711, 58.36334228515625, 3.5462379455566406
874, 38.13457489013672, 58.33473205566406, 3.5306930541992188
876, 38.07954788208008, 58.292579650878906, 3.6278724670410156
879, 38.08717727661133, 58.35542678833008, 3.5573959350585938
881, 38.054656982421875, 58.347225189208984, 3.5981178283691406
884, 38.138771057128906, 58.431148529052734, 3.4300804138183594
886, 37.99600601196289, 58.423805236816406, 3.580188751220703
889, 38.134193420410156, 58.32414627075195, 3.5416603088378906
891, 38.225460052490234, 58.41379165649414, 3.360748291015625
894, 38.27409744262695, 58.2672119140625, 3.458690643310547
896, 38.123416900634766, 58.23163986206055, 3.6449432373046875
899, 38.19169998168945, 58.41856002807617, 3.389739990234375
902, 38.21535110473633, 58.39262008666992, 3.39202880859375
904, 38.23137283325195, 58.32967758178711, 3.4389495849609375
907, 38.30451965332031, 58.40950012207031, 3.285980224609375
909, 38.25216293334961, 58.41684341430664, 3.33099365234375
912, 38.10148239135742, 58.49781036376953, 3.400707244873047
914, 38.10930252075195, 58.425140380859375, 3.465557098388672
917, 38.18025588989258, 58.29877853393555, 3.520965576171875
919, 38.26589584350586, 58.484554290771484, 3.2495498657226562
922, 38.03844451904297, 58.38632583618164, 3.5752296447753906
924, 38.19084167480469, 58.51888656616211, 3.290271759033203
927, 38.28325271606445, 58.533668518066406, 3.1830787658691406
929, 38.20152282714844, 58.5139274597168, 3.2845497131347656
932, 38.137054443359375, 58.393096923828125, 3.4698486328125
934, 38.15956115722656, 58.45022201538086, 3.390216827392578
937, 38.19437026977539, 58.469581604003906, 3.336048126220703
939, 38.176822662353516, 58.5479736328125, 3.2752037048339844
942, 38.29021453857422, 58.470821380615234, 3.238964080810547
944, 38.12828063964844, 58.374881744384766, 3.496837615966797
947, 38.28926086425781, 58.362388610839844, 3.3483505249023438
949, 38.22822570800781, 58.407020568847656, 3.3647537231445312
952, 38.40160369873047, 58.35838317871094, 3.2400131225585938
954, 38.21125030517578, 58.53776931762695, 3.2509803771972656
957, 38.20810317993164, 58.44736099243164, 3.3445358276367188
959, 38.39683532714844, 58.408355712890625, 3.1948089599609375
962, 38.32235336303711, 58.570289611816406, 3.1073570251464844
964, 38.408851623535156, 58.409690856933594, 3.18145751953125
967, 38.32197189331055, 58.50391387939453, 3.174114227294922
969, 38.25721740722656, 58.557701110839844, 3.1850814819335938
972, 38.32111358642578, 58.34197998046875, 3.3369064331054688
974, 38.243675231933594, 58.30965042114258, 3.446674346923828
977, 38.24186325073242, 58.548545837402344, 3.2095909118652344
979, 38.217926025390625, 58.44888687133789, 3.3331871032714844
982, 38.22498321533203, 58.371925354003906, 3.4030914306640625
984, 38.28439712524414, 58.48054885864258, 3.2350540161132812
987, 38.38491439819336, 58.6207389831543, 2.9943466186523438
989, 38.143062591552734, 58.45947265625, 3.3974647521972656
992, 38.39282989501953, 58.36524963378906, 3.2419204711914062
994, 38.291358947753906, 58.58345031738281, 3.1251907348632812
997, 38.408756256103516, 58.39719772338867, 3.1940460205078125
1000, 38.24472427368164, 58.4691047668457, 3.2861709594726562
